City,BHK,Location,Price (₹),Area (sqft),Property Type,Furnishing,Property Facing,overlooking,Bathroom,Balcony,Tenant Preferred,Availability
Mumbai,2,"Borivali Nandkuvar CHS LTD, Borivali Nandkuvar CHS LTD, Borivali West, Mumbai",50000,600 sqft,Flat,Unfurnished,East,Main Road,2,,Family,Immediately
Mumbai,2,"Godrej Platinum, Godrej Platinum, Vikhroli East, Mumbai",1.3 Lac,843 sqft,Flat,Semi-Furnished,North - West,"Pool, Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
Mumbai,3,"Kalpataru Vienta, Kalpataru Vienta, Akurli Nagar, Mumbai",95000,1012 sqft,Flat,Unfurnished,East,Garden/Park,3,,Bachelors/Family,Immediately
Mumbai,2,"S Keer Complex, S Keer Complex, Mahim, Mumbai",95000,800 sqft,Flat,Semi-Furnished,West,Garden/Park,2,1,Bachelors/Family,Immediately
Mumbai,2,"Poonam jewel, Poonam jewel, Andheri East, Mumbai",55000,676 sqft,Flat,Furnished,North - East,Main Road,2,,Bachelors/Family,Immediately
Mumbai,2,"New Mahada Colony, New Mahada Colony, Goregaon East, Mumbai",45000,550 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,,Family,Immediately
Mumbai,2,"Mulund East, Mumbai",40000,600 sqft,Flat,Unfurnished,East,Main Road,2,,Bachelors/Family,Immediately
Mumbai,1,"Dimple 19 North, Dimple 19 North, Kandivali West, Mumbai",32000,400 sqft,Flat,Unfurnished,North,Main Road,2,,Bachelors/Family,Immediately
Mumbai,3,"Altamount Road, Mumbai",4 Lac,2400 sqft,Flat,Furnished,East,Garden/Park,4,,Bachelors/Family,Immediately
Mumbai,3,"MICL Aaradhya High Park, MICL Aaradhya High Park, Mahajan Wadi, Mumbai",46000,890 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",3,1,Family,Immediately
Mumbai,3,"Mulund East, Mumbai",60000,865 sqft,Flat,Semi-Furnished,East,Main Road,3,,Bachelors,Immediately
Mumbai,2,"Piramal Revanta, Piramal Revanta, Mulund West, Mumbai",60000,780 sqft,Flat,Unfurnished,South - East,Main Road,2,,Bachelors,Immediately
Mumbai,1,"IIT Bombay Staff Co Operative Housing Society, IIT Bombay Staff Co Operative Housing Society, Powai, Mumbai",37000,450 sqft,Flat,Semi-Furnished,North - East,Main Road,1,,Bachelors/Family,Immediately
Mumbai,3,"Lodha Bel Air, Lodha Bel Air, Jogeshwari West, Mumbai",1.2 Lac,1017 sqft,Flat,Unfurnished,West,"Garden/Park, Pool, Main Road",3,,Bachelors/Family,Immediately
Mumbai,2,"Malad West, Mumbai",51000,750 sqft,Flat,Semi-Furnished,East,Main Road,2,,Bachelors,Immediately
Mumbai,1,"NIBR 1 Aerocity, NIBR 1 Aerocity, Andheri East, Mumbai",60000,400 sqft,Flat,Semi-Furnished,East,Main Road,1,1,Bachelors/Family,Immediately
Mumbai,1,"Godrej The Trees, Godrej The Trees, Pirojshanagar, Mumbai",72000,480 sqft,Flat,Semi-Furnished,East,Garden/Park,1,,Bachelors/Family,Immediately
Mumbai,4,"Kamgar Nagar Prabhadevi, Mumbai",9.5 Lac,306 sqft,Flat,Furnished,East,"Garden/Park, Pool, Main Road",5,,Bachelors,Immediately
Mumbai,2,"Sector 4 Charkop, Mumbai",50000,700 sqft,Flat,Unfurnished,East,,2,,Bachelors/Family,Immediately
Mumbai,3,"Prestige Jasdan Classic, Prestige Jasdan Classic, Byculla, Mumbai",2.8 Lac,1256 sqft,Flat,Semi-Furnished,West,Garden/Park,3,1,Bachelors/Family,Immediately
Mumbai,3,"Oberoi Gardens, Oberoi Gardens, Kandivali East, Mumbai",90000,1295 sqft,Flat,Unfurnished,East,"Pool, Garden/Park, Main Road",3,,Bachelors,Immediately
Mumbai,2,"Runwal Heights, Runwal Heights, Moti Nagar, Mumbai",42000,650 sqft,Flat,Unfurnished,West,Garden/Park,2,,Family,Immediately
Mumbai,3,"Mahavir Park, Mahavir Park, Garodia Nagar, Mumbai",85000,780 sqft,Flat,Unfurnished,East,Main Road,3,1,Family,Immediately
Mumbai,2,"Neminath Luxeria, Neminath Luxeria, Andheri West, Mumbai",1 Lac,700 sqft,Flat,Furnished,,Main Road,2,1,Bachelors/Family,Immediately
Mumbai,2,"Kanjurmarg East, Mumbai",70000,795 sqft,Flat,Semi-Furnished,South,"Garden/Park, Main Road",2,3,Bachelors/Family,Immediately
Mumbai,3,"Wadhwa Atmosphere, Wadhwa Atmosphere, Mulund West, Mumbai",72500,1018 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,,Bachelors/Family,Immediately
Mumbai,2,"Kanakia Challengers, Kanakia Challengers, Thakur Village, Kandivali East, Mumbai",60000,711 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,,Family,Immediately
Mumbai,2,"Mulund West, Mumbai",60000,718 sqft,Flat,Unfurnished,North - East,"Garden/Park, Pool, Main Road",2,,Family,Immediately
Mumbai,3,"Kanakia Silicon Valley, Kanakia Silicon Valley, Powai, Mumbai",1.2 Lac,1000 sqft,Flat,Semi-Furnished,North - West,"Garden/Park, Pool, Main Road",3,1,Bachelors/Family,Immediately
Mumbai,2,"Supreme 19, Supreme 19, Andheri West, Mumbai",1.1 Lac,1000 sqft,Flat,Furnished,,,2,,Bachelors/Family,Immediately
Mumbai,2,"ARA Swaminarayan Dham, ARA Swaminarayan Dham, Andheri East, Mumbai",65000,540 sqft,Flat,Furnished,North - East,Main Road,2,,Bachelors,Immediately
Mumbai,3,"Jupiter Apartment, Jupiter Apartment, Cuffe Parade, Mumbai",3 Lac,1400 sqft,Flat,Furnished,North - East,"Pool, Garden/Park, Main Road",3,3,Bachelors,Immediately
Mumbai,3,"India Bulls Sky Forest, India Bulls Sky Forest, Lower Parel, Mumbai",3.5 Lac,3072 sqft,Flat,Semi-Furnished,North,"Garden/Park, Main Road",3,2,Bachelors,Immediately
Mumbai,3,"Vasant Valley, Vasant Valley, Goregaon East, Mumbai",1 Lac,1075 sqft,Flat,Furnished,,Garden/Park,3,1,Bachelors,Immediately
Mumbai,2,"Satra Harmony, Satra Harmony, Chembur East, Mumbai",75000,700 sqft,Flat,Unfurnished,East,Main Road,2,1,Bachelors/Family,Immediately
Mumbai,3,"India Bulls Sky Forest, India Bulls Sky Forest, Lower Parel, Mumbai",6 Lac,2500 sqft,Flat,Semi-Furnished,South,"Pool, Garden/Park, Main Road",3,3,Bachelors,Immediately
Mumbai,3,"Chaurang Sunshine, Chaurang Sunshine, Govandi Station Road, Mumbai",1.2 Lac,1250 sqft,Flat,Furnished,East,Main Road,3,1,Bachelors/Family,Immediately
Mumbai,3,"Viceroy SAVANA, Viceroy SAVANA, Kandivali East, Mumbai",1.4 Lac,1060 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool",3,1,Family,Immediately
Mumbai,2,"Sea Gundecha Trillium, Sea Gundecha Trillium, Kandivali East, Mumbai",66000,844 sqft,Flat,Semi-Furnished,North,Garden/Park,2,1,Bachelors,Immediately
Mumbai,3,"Oberoi Esquire, Oberoi Esquire, Goregaon East, Mumbai",2.1 Lac,1367 sqft,Flat,Semi-Furnished,,Garden/Park,4,,Family,Immediately
Mumbai,3,"diamond garden, diamond garden, Chembur, Mumbai",1.3 Lac,1350 sqft,Flat,Unfurnished,East,Main Road,3,,Family,Immediately
Mumbai,4,"Wadhwa TW Gardens, Wadhwa TW Gardens, Phase III NG Suncity, Mumbai",1.4 Lac,1200 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,,Family,Immediately
Mumbai,4,"Omkar Alta Monte, Omkar Alta Monte, Shantaram Talao, Mumbai",2 Lac,1850 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Pool",5,4,Family,Immediately
Mumbai,2,"Thakur Village, Kandivali East, Mumbai",69000,850 sqft,Flat,Unfurnished,South - East,Pool,2,2,Family,Immediately
Mumbai,2,"Kanakia Silicon Valley, Kanakia Silicon Valley, Hiranandani Gardens, Mumbai",75000,614 sqft,Flat,Unfurnished,East,Pool,2,,Bachelors/Family,Immediately
Mumbai,1,"Shree Harini Niwas, Shree Harini Niwas, Kandivali West, Mumbai",38000,430 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,,Bachelors,Immediately
Mumbai,2,"RNA NG Suncity, RNA NG Suncity, Thakur Village, Kandivali East, Mumbai",45000,650 sqft,Flat,Furnished,East,Main Road,2,,Family,Immediately
Mumbai,4,"Arihant Balaji Pride, Arihant Balaji Pride, Mahadeo Wadi, Mumbai",1.7 Lac,1470 sqft,Flat,Semi-Furnished,North - East,Main Road,4,2,Bachelors/Family,Immediately
Mumbai,3,"RNA Continental, RNA Continental, Subhash Nagar Chembur, Mumbai",1.4 Lac,1300 sqft,Flat,Unfurnished,North - East,Main Road,3,1,Bachelors,Immediately
Mumbai,3,"The Prestige City, The Prestige City, Mulund West, Mumbai",1.3 Lac,1440 sqft,Flat,Semi-Furnished,East,Main Road,3,1,Family,Immediately
Mumbai,2,"Runwal Forests, Runwal Forests, Kanjurmarg West, Mumbai",62000,771 sqft,Flat,Semi-Furnished,East,Garden/Park,2,,Family,Immediately
Mumbai,3,"Lodha Park, Lodha Park, Worli, Mumbai",2.4 Lac,1158 sqft,Flat,Semi-Furnished,West,Garden/Park,4,,Bachelors/Family,Immediately
Mumbai,2,"Gurukrupa Gyanam, Gurukrupa Gyanam, Powai, Mumbai",85000,760 sqft,Flat,Furnished,North - East,"Garden/Park, Pool, Main Road",2,1,Bachelors/Family,Immediately
Mumbai,2,"Wadhwa Anmol Fortune, Wadhwa Anmol Fortune, Goregaon West, Mumbai",70000,715 sqft,Flat,Unfurnished,East,Main Road,2,,Bachelors,Immediately
Mumbai,2,"Chembur, Mumbai",75000,773 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,,Bachelors,Immediately
Mumbai,4,"Navroze, Navroze, Pali Hill, Mumbai",5.3 Lac,1600 sqft,Flat,Furnished,West,,4,,Bachelors/Family,Immediately
Mumbai,2,"Lodha Elisium, Lodha Elisium, Wadala, Mumbai",1.4 Lac,955 sqft,Flat,Unfurnished,East,"Garden/Park, Pool",2,3,Bachelors/Family,Immediately
Mumbai,2,"Hiranandani Gardens, Hiranandani Gardens, Powai, Mumbai",98000,750 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",2,1,Bachelors/Family,Immediately
Mumbai,3,"Raheja Imperia I, Raheja Imperia I, Worli, Mumbai",4.6 Lac,1450 sqft,Flat,Furnished,East,Garden/Park,4,,Family,Immediately
Mumbai,3,"Bandra West, Mumbai",1.9 Lac,1140 sqft,Flat,Semi-Furnished,East,Main Road,3,,Bachelors/Family,Immediately
Mumbai,3,"Oberoi Esquire, Oberoi Esquire, Goregaon East, Mumbai",2.1 Lac,1160 sqft,Flat,Semi-Furnished,East,Garden/Park,3,1,Bachelors,Immediately
Mumbai,3,"Kanakia Levels, Kanakia Levels, Malad East, Mumbai",90000,1110 sqft,Flat,Unfurnished,East,Main Road,3,1,Bachelors/Family,Immediately
Mumbai,2,"Oberoi Maxima, Oberoi Maxima, Andheri East, Mumbai",4.5 Lac,1250 sqft,Flat,Furnished,North,"Garden/Park, Pool, Main Road",3,1,Family,Immediately
Mumbai,3,"DSS Mahavir Universe, DSS Mahavir Universe, Bhandup West, Mumbai",70000,855 sqft,Flat,Furnished,East,Garden/Park,3,,Bachelors/Family,Immediately
Mumbai,2,"Chembur, Mumbai",76000,900 sqft,Flat,Furnished,East,Main Road,2,2,Bachelors,Immediately
Mumbai,4,"Kanakia Silicon Valley, Kanakia Silicon Valley, Powai, Mumbai",1.8 Lac,1350 sqft,Flat,Semi-Furnished,North - West,"Pool, Garden/Park, Main Road",4,2,Bachelors/Family,Immediately
Mumbai,4,Malad West Mumbai,3.5 Lac,3000 sqft,Villa,Semi-Furnished,East,"Garden/Park, Main Road",4,4,Bachelors/Family,Immediately
Mumbai,2,"Mayfair The View, Mayfair The View, Vikhroli West, Mumbai",70000,619 sqft,Flat,Furnished,East,Main Road,2,,Bachelors/Family,Immediately
Mumbai,3,"Whispering Palm, Whispering Palm, Lokhandwala Township Kandivali East, Mumbai",75000,1270 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",3,2,Bachelors/Family,Immediately
Mumbai,4,"Vikhroli, Mumbai",3.2 Lac,1800 sqft,Flat,Semi-Furnished,,,5,3,Bachelors,From Feb '26
Mumbai,2,"Sunteck City Avenue II, Sunteck City Avenue II, Goregaon West, Mumbai",60000,579 sqft,Flat,Unfurnished,East,Main Road,2,,Bachelors/Family,Immediately
Mumbai,2,"Vasant Marvel, Vasant Marvel, Borivali East, Mumbai",49000,650 sqft,Flat,Furnished,East,"Pool, Garden/Park, Main Road",2,,Bachelors,Immediately
Mumbai,3,"Alpine Shapoorji Pallonji, Alpine Shapoorji Pallonji, Samata Nagar Thakur Village, Mumbai",75000,890 sqft,Flat,Unfurnished,North - East,"Garden/Park, Main Road",2,2,Family,Immediately
Mumbai,1,"Apna Ghar Phase 3, Apna Ghar Phase 3, Vinay Nagar, Mumbai",14500,300 sqft,Flat,Unfurnished,East,"Garden/Park, Main Road",1,1,Bachelors,Immediately
Mumbai,2,"Gokul Gagan, Gokul Gagan, Thakur Village, Kandivali East, Mumbai",48000,650 sqft,Flat,Furnished,North,Garden/Park,2,,Family,Immediately
Mumbai,3,"Tilak Nagar Chembur, Mumbai",85000,1000 sqft,Flat,Unfurnished,East,Main Road,3,2,Family,Immediately
Mumbai,3,"Mulund West, Mumbai",80000,912 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",3,,Bachelors/Family,Immediately
Mumbai,1,"Wadala West, Mumbai",61000,570 sqft,Flat,Furnished,East,"Main Road, Garden/Park",2,1,Bachelors,Immediately
Mumbai,2,"Borivali West, Mumbai",68000,734 sqft,Flat,Unfurnished,East,"Garden/Park, Main Road",2,,Bachelors/Family,Immediately
Mumbai,2,"Shapoorji Pallonji Astron, Shapoorji Pallonji Astron, Kandivali East, Mumbai",59000,763 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",2,1,Family,Immediately
Mumbai,4,"Chembur East, Mumbai",1.8 Lac,1482 sqft,Flat,Semi-Furnished,East,Garden/Park,4,,Bachelors/Family,Immediately
Mumbai,2,"Sunteck City, Sunteck City, Goregaon West, Mumbai",75000,647 sqft,Flat,Unfurnished,East,"Pool, Garden/Park, Main Road",2,,Bachelors,Immediately
Mumbai,3,"Lake Primrose, Lake Primrose, Chandivali, Mumbai",97999,840 sqft,Flat,Furnished,North,Main Road,3,3,Bachelors/Family,Immediately
Mumbai,3,"Lodha Woods, Lodha Woods, Kandivali East, Mumbai",72000,1173 sqft,Flat,Semi-Furnished,North,"Garden/Park, Main Road",3,1,Family,Immediately
Mumbai,4,"Godrej RKS, Godrej RKS, Chembur, Mumbai",2.9 Lac,2210 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Main Road",4,3,Family,Immediately
Mumbai,3,"RNA NG Eclat, RNA NG Eclat, Lokhandwala Complex Andheri West, Mumbai",1.2 Lac,1550 sqft,Flat,Furnished,East,"Garden/Park, Pool, Main Road",3,4,Bachelors/Family,Immediately
Mumbai,2,"Dynamix Divum , Dynamix Divum, Goregaon East, Mumbai",70000,788 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,2,Bachelors/Family,Immediately
Mumbai,3,"Rustomjee, Rustomjee, Sion, Mumbai",95000,1050 sqft,Flat,Semi-Furnished,East,Garden/Park,3,,Bachelors/Family,Immediately
Mumbai,2,"Runwal Sanctuary, Runwal Sanctuary, Mulund West, Mumbai",55000,770 sqft,Flat,Semi-Furnished,East,Main Road,2,,Bachelors/Family,Immediately
Mumbai,3,"Oberoi Sky City, Oberoi Sky City, Dattapada, Mumbai",1.3 Lac,1073 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",10,,Family,Immediately
Mumbai,2,"Vasant Oscar, Vasant Oscar, Mumbai",57000,726 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,1,Bachelors,From Feb '26
Mumbai,2,"JP Decks, JP Decks, Gokuldham Colony Goregaon East, Mumbai",75000,700 sqft,Flat,Semi-Furnished,East,"Pool, Main Road",2,3,Bachelors,Immediately
Mumbai,4,"Rustomjee Crown, Rustomjee Crown, Century Bazaar, Mumbai",5.5 Lac,2550 sqft,Flat,Semi-Furnished,East,Main Road,4,,Family,Immediately
Mumbai,2,"Andheri East, Mumbai",60000,680 sqft,Flat,Furnished,North,Main Road,2,4,Bachelors,Immediately
Mumbai,2,"Pramukh Heights, Pramukh Heights, Veera Desai Road, Mumbai",70000,600 sqft,Flat,Furnished,,Main Road,2,1,Bachelors/Family,Immediately
Mumbai,1,"Andheri East, Mumbai",52000,560 sqft,Flat,Semi-Furnished,,,1,,Bachelors/Family,Immediately
Mumbai,1,"Ivy Homes, Ivy Homes, Kurla West, Mumbai",53000,650 sqft,Flat,Furnished,West,,2,,Bachelors/Family,Immediately
Mumbai,2,"Satya Nagar Borivali West, Mumbai",45000,750 sqft,Flat,Unfurnished,,,2,,Bachelors/Family,Immediately
Mumbai,2,"Rare Rising City, Rare Rising City, Ghatkopar East, Mumbai",65000,672 sqft,Flat,Semi-Furnished,East,Main Road,2,,Bachelors/Family,Immediately
Mumbai,2,"N M Joshi Annex 4, N M Joshi Annex 4, Gavanpada Mulund East, Mumbai",40000,630 sqft,Flat,Unfurnished,East,"Garden/Park, Main Road",2,,Bachelors/Family,Immediately
Mumbai,2,"Ashok tower, Ashok tower, Andheri East, Mumbai",65000,750 sqft,Flat,Furnished,East,"Garden/Park, Main Road",2,,Bachelors/Family,Immediately
Mumbai,1,"Triple S Heights, Triple S Heights, Malad West, Mumbai",25000,250 sqft,Flat,Semi-Furnished,West,Main Road,1,,Bachelors/Family,Immediately
Mumbai,2,"Andheri Panchvati CHS, Andheri Panchvati CHS, Juhu Lane, Mumbai",90000,765 sqft,Flat,Furnished,East,,2,1,Bachelors/Family,From Apr '26
Mumbai,2,"Nirmal Lifestyle, Nirmal Lifestyle, Mulund West, Mumbai",49999,850 sqft,Flat,Semi-Furnished,,,2,,Bachelors/Family,Immediately
Mumbai,2,"Dedhia Palatial Height, Dedhia Palatial Height, Powai, Mumbai",78000,950 sqft,Flat,Furnished,,,2,,Bachelors/Family,Immediately
Mumbai,3,"Mahindra Vivante, Mahindra Vivante, Andheri East, Mumbai",1.5 Lac,1240 sqft,Flat,Furnished,East,Garden/Park,3,1,Bachelors/Family,Immediately
Mumbai,3,"Piramal Revanta, Piramal Revanta, Mulund West, Mumbai",92000,1296 sqft,Flat,Semi-Furnished,West,Garden/Park,3,1,Bachelors,Immediately
Mumbai,3,"Venus Goregaon East, Venus Goregaon East, Goregaon East, Mumbai",90000,1100 sqft,Flat,Semi-Furnished,South -West,Garden/Park,3,1,Bachelors/Family,From Mar '26
Mumbai,2,"Neelam Nagar Building No 6 CHS Ltd, Neelam Nagar Building No 6 CHS Ltd, Neelam Nagar Society, Mumbai",45000,700 sqft,Flat,Semi-Furnished,North,Garden/Park,2,,Family,Immediately
Mumbai,2,"Sweet Home, Sweet Home, JVPD Scheme, Mumbai",1.5 Lac,710 sqft,Flat,Furnished,,,2,1,Bachelors/Family,Immediately
Mumbai,2,"Vasant Galaxy, Vasant Galaxy, Goregaon West, Mumbai",79000,885 sqft,Flat,Semi-Furnished,,,2,,Bachelors,Immediately
Mumbai,3,"DLH Legacy, DLH Legacy, Andheri West, Mumbai",4 Lac,1315 sqft,Flat,Furnished,,"Garden/Park, Main Road",3,3,Bachelors/Family,Immediately
Mumbai,1,"Dahisar East, Mumbai",34000,590 sqft,Flat,Semi-Furnished,South,Main Road,1,,Bachelors/Family,Immediately
Mumbai,3,"Vijay Golden Peak, Vijay Golden Peak, Khar West, Mumbai",2.5 Lac,1000 sqft,Flat,Semi-Furnished,,,3,,Bachelors/Family,Immediately
Mumbai,1,"Gokul Paradise, Gokul Paradise, Kandivali East, Mumbai",25000,400 sqft,Flat,Semi-Furnished,North - East,Garden/Park,1,,Bachelors/Family,Immediately
Mumbai,2,"Chandak Stella, Chandak Stella, Goregaon West, Mumbai",70000,675 sqft,Flat,Semi-Furnished,East,,2,,Bachelors/Family,From Feb '26
Mumbai,2,"Gaurav Garden, Gaurav Garden, Kandivali West, Mumbai",50000,1100 sqft,Flat,Furnished,East,,2,,Bachelors/Family,Immediately
Mumbai,3,"Kandivali East, Mumbai",45000,1200 sqft,Flat,Unfurnished,,,3,,Bachelors/Family,Immediately
Mumbai,2,"Gundecha Symphony, Gundecha Symphony, Andheri West, Mumbai",90000,645 sqft,Flat,Furnished,North - East,Garden/Park,2,,Bachelors/Family,Immediately
Mumbai,3,"Kalpataru Magnus, Kalpataru Magnus, Kala Nagar, Mumbai",2.5 Lac,1121 sqft,Flat,Semi-Furnished,East,,3,1,Family,From Feb '26
Mumbai,1,"Munish Apartment, Munish Apartment, Mulund West, Mumbai",15000,750 sqft,Flat,Furnished,North - West,"Pool, Garden/Park, Main Road",1,1,Bachelors,Immediately
Mumbai,2,Mumbai,50000,800 sqft,Flat,Semi-Furnished,,,2,2,Bachelors/Family,Immediately
Mumbai,3,"Kanakia Silicon Valley, Kanakia Silicon Valley, Powai, Mumbai",2.4 Lac,1057 sqft,Flat,Furnished,North - East,"Garden/Park, Pool",4,1,Bachelors,Immediately
Mumbai,2,"Andheri West, Mumbai",65000,900 sqft,Flat,Semi-Furnished,North,Main Road,2,,Bachelors/Family,Immediately
Mumbai,3,"Nellai Heights, Nellai Heights, Chembur, Mumbai",90000,1020 sqft,Flat,Semi-Furnished,,,3,,Bachelors/Family,Immediately
Mumbai,4,"Upper Govind Nagar, Mumbai",1.2 Lac,1700 sqft,Flat,Furnished,,,4,2,Bachelors/Family,Immediately
Mumbai,3,"Ekta Crest, Ekta Crest, Chembur East, Mumbai",1.4 Lac,1250 sqft,Flat,Semi-Furnished,,"Garden/Park, Main Road",4,,Bachelors/Family,Immediately
Mumbai,2,"Lashkaria Green Height, Lashkaria Green Height, Lokhandwala Complex Andheri West, Mumbai",80000,850 sqft,Flat,Unfurnished,East,Main Road,2,3,Bachelors/Family,Immediately
Mumbai,4,"Chopra Colony , Chopra Colony, Chembur, Mumbai",1 Lac,1100 sqft,Flat,Furnished,,Main Road,3,,Bachelors,Immediately
Mumbai,2,"K Raheja Vihar, K Raheja Vihar, Raheja Vihar, Mumbai",62000,700 sqft,Flat,Unfurnished,North,Main Road,2,,Bachelors,Immediately
Mumbai,2,"Lakshmiben Chedda Nagar, Mumbai",17000,550 sqft,Flat,Unfurnished,East,"Garden/Park, Main Road",2,3,Bachelors,Immediately
Mumbai,2,"Powai, Mumbai",50000,650 sqft,Flat,Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
Mumbai,2,"Veena smart Home, Veena smart Home, Babrekar Nagar Kandivali West, Mumbai",42000,610 sqft,Flat,Semi-Furnished,East,Main Road,2,5,Family,Immediately
Mumbai,2,"Andheri West, Mumbai",65000,650 sqft,Flat,Furnished,East,,2,2,Bachelors,Immediately
Mumbai,3,"Lodha Dioro, Lodha Dioro, Wadala, Mumbai",1.5 Lac,1900 sqft,Flat,Semi-Furnished,East,"Pool, Main Road",3,3,Bachelors,Immediately
Pune,2,"Kolte Patil Life Republic, Kolte Patil Life Republic, Hinjawadi, Pune",23006,910 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",2,1,Bachelors,Immediately
Pune,2,"Sinhgad Road, Pune",25000,580 sqft,Flat,Furnished,East,Main Road,2,1,Family,Immediately
Pune,3,"Shubh Gateway, Shubh Gateway, Viman Nagar, Pune",70000,1000 sqft,Flat,Unfurnished,East,Garden/Park,3,1,Bachelors/Family,Immediately
Pune,3,"Sacred Heart Town, Sacred Heart Town, Wanowrie, Pune",45000,1650 sqft,Flat,Semi-Furnished,East,Main Road,3,3,Family,From Feb '26
Pune,2,"Gera World of Joy, Gera World of Joy, Kharadi, Pune",36000,740 sqft,Flat,Unfurnished,East,"Garden/Park, Main Road",2,1,Family,Immediately
Pune,2,"Kolte-Patil Life Republic Oro Avenue, Kolte-Patil Life Republic Oro Avenue, Hinjawadi, Pune",22000,630 sqft,Flat,Unfurnished,East,"Garden/Park, Pool",2,1,Bachelors/Family,Immediately
Pune,2,"Kolte Patil Life Republic, Kolte Patil Life Republic, Hinjawadi, Pune",21000,800 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",2,2,Bachelors/Family,Immediately
Pune,2,"Vascon Forest County, Vascon Forest County, Kharadi, Pune",45000,1000 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,1,Bachelors,Immediately
Pune,2,"Kolte Patil Life Republic, Kolte Patil Life Republic, Hinjawadi, Pune",28000,850 sqft,Flat,Furnished,West,"Garden/Park, Pool, Main Road",2,2,Bachelors/Family,Immediately
Pune,2,"Bramha Avenue, Bramha Avenue, Kondhwa, Pune",27000,950 sqft,Flat,Semi-Furnished,East,Main Road,2,2,Family,Immediately
Pune,1,"Paranjape Blue Ridge, Paranjape Blue Ridge, Hinjawadi, Pune",25000,545 sqft,Flat,Unfurnished,East,"Garden/Park, Main Road",2,,Bachelors/Family,Immediately
Pune,3,"Lunkad Sky Vie, Lunkad Sky Vie, Viman Nagar, Pune",1.6 Lac,2000 sqft,Flat,Furnished,East,"Garden/Park, Pool",3,1,Bachelors/Family,Immediately
Pune,3,"Victoria Garden, Victoria Garden, Kalyani Nagar, Pune",70000,1540 sqft,Flat,Furnished,East,"Pool, Garden/Park, Main Road",3,2,Bachelors/Family,Immediately
Pune,4,"Tribeca The Ark Voyage To The Stars, Tribeca The Ark Voyage To The Stars, NIBM Road, Pune",1 Lac,2900 sqft,Flat,Semi-Furnished,East,Garden/Park,5,1,Family,Immediately
Pune,2,"Shapoorji Joyville Celestia, Shapoorji Joyville Celestia, Hadapsar, Pune",25000,602 sqft,Flat,Semi-Furnished,North - East,"Pool, Garden/Park, Main Road",2,2,Bachelors,Immediately
Pune,2,"Sun Empire, Sun Empire, Sinhgad Road, Pune",28000,900 sqft,Flat,Semi-Furnished,East,Garden/Park,2,2,Bachelors,Immediately
Pune,2,"S G Lake Vishwajeet Residency, S G Lake Vishwajeet Residency, Kharadi, Pune",27000,950 sqft,Flat,Unfurnished,East,"Pool, Garden/Park, Main Road",2,2,Bachelors/Family,Immediately
Pune,4,"Tribeca The Ark Voyage To The Stars, Tribeca The Ark Voyage To The Stars, NIBM Road, Pune",1.5 Lac,2700 sqft,Flat,Semi-Furnished,West,Garden/Park,5,2,Family,From Feb '26
Pune,2,"Vilas Javdekar Yashwin Orizzonte, Vilas Javdekar Yashwin Orizzonte, Kharadi, Pune",35000,756 sqft,Flat,Unfurnished,East,"Garden/Park, Main Road",2,2,Bachelors/Family,Immediately
Pune,3,"Pride Park Xpress, Pride Park Xpress, Baner, Pune",47000,1150 sqft,Flat,Semi-Furnished,East,Main Road,3,1,Family,Immediately
Pune,2,"Vascon Forest Edge, Vascon Forest Edge, Kharadi, Pune",36000,794 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,2,Bachelors/Family,Immediately
Pune,3,"Nanded Asawari, Nanded Asawari, Sinhgad Road, Pune",30000,1100 sqft,Flat,Semi-Furnished,South - East,Garden/Park,3,1,Family,Immediately
Pune,4,"Prabhat Vandan Apartments, Prabhat Vandan Apartments, Prabhat Road, Pune",75000,1650 sqft,Flat,Unfurnished,East,Main Road,4,2,Family,Immediately
